aX,aY,aZ,gX,gY,gZ
-0.21,-0.977,0.007,54.993,-12.695,4.517
-0.207,-0.976,-0.008,56.213,-9.705,4.761
-0.207,-0.97,-0.02,55.908,-7.69,5.188
-0.202,-0.977,-0.029,55.298,-6.409,5.432
-0.203,-0.986,-0.049,54.504,-6.348,5.432
-0.212,-0.989,-0.01,51.636,-6.042,5.371
-0.182,-0.981,-0.011,49.5,-7.324,4.456
-0.211,-0.991,-0.048,48.95,-12.634,3.662
-0.211,-0.964,-0.041,46.692,-14.832,6.47
-0.199,-0.976,-0.065,46.692,-14.282,7.568
-0.195,-1.003,-0.076,48.523,-13.306,5.676
-0.195,-0.989,-0.093,49.011,-13.306,3.723
-0.201,-0.978,-0.107,49.561,-12.756,2.991
-0.208,-0.976,-0.126,49.805,-11.108,2.991
-0.202,-0.988,-0.136,49.5,-8.362,4.333
-0.192,-0.993,-0.148,47.058,-8.118,4.883
-0.195,-0.988,-0.147,44.312,-8.484,4.944
-0.192,-0.984,-0.153,41.992,-9.46,6.226
-0.186,-0.993,-0.164,40.161,-10.437,6.836
-0.178,-0.994,-0.164,37.598,-11.047,7.019
-0.177,-0.997,-0.162,35.767,-11.78,6.958
-0.169,-0.998,-0.161,35.034,-12.451,6.958
-0.162,-1,-0.166,34.485,-13.489,6.287
-0.168,-1,-0.179,34.18,-14.465,4.822
-0.175,-1,-0.192,33.264,-14.587,3.784
-0.186,-0.991,-0.193,32.104,-14.16,3.052
-0.19,-0.988,-0.191,31.311,-12.756,3.296
-0.188,-0.99,-0.197,31.067,-10.315,4.456
-0.182,-0.995,-0.208,30.334,-8.24,5.493
-0.169,-1,-0.211,29.053,-6.531,6.47
-0.154,-0.371,1.26,13.245,15.564,8.24
-0.116,-0.332,1.31,20.264,8.118,8.24
-0.125,-0.323,1.284,30.884,-1.892,3.296
-0.162,-0.343,1.222,42.847,-10.437,-1.587
-0.174,-0.343,1.156,49.622,-15.015,-2.258
-0.193,-0.336,1.098,56.03,-15.503,-2.258
-0.22,-0.341,1.046,57.861,-12.573,-1.587
-0.23,-0.338,1.021,58.411,-6.531,1.282
-0.223,-0.342,1.014,55.664,0.244,3.296
-0.221,-0.35,1.046,53.406,7.629,4.211
-0.22,-0.357,1.097,52.49,15.991,6.592
-0.204,-0.362,1.152,54.199,23.926,8.118
-0.176,-0.375,1.213,58.472,29.663,7.568
-0.138,-0.403,1.242,66.467,31.006,5.249
-0.122,-0.388,1.228,74.951,27.222,2.319
-0.12,-0.392,1.203,82.703,20.874,-0.61
-0.122,-0.388,1.153,85.693,12.085,-2.625
-0.145,-0.385,1.098,87.402,2.38,-3.235
-0.151,-0.382,1.04,87.952,-4.822,-3.113
-0.16,-0.379,0.999,87.952,-9.094,-2.38
-0.165,-0.371,0.969,87.341,-9.888,-0.793
-0.16,-0.387,0.942,90.149,-7.812,-0.122
-0.157,-0.393,0.912,91.309,-4.944,0.854
-0.159,-0.393,0.893,93.872,-0.488,0.977
-0.168,-0.414,0.876,96.252,6.592,0.427
-0.163,-0.432,0.874,95.947,13.794,0.732
-0.149,-0.453,0.881,96.497,18.982,1.16
-0.135,-0.466,0.891,96.619,20.264,1.099
-0.128,-0.488,0.876,97.168,18.005,0.488
-0.123,-0.5,0.85,97.656,13.55,-0.732
-0.129,-0.502,0.829,97.29,7.08,-1.892
-0.129,-0.516,0.81,97.168,0.854,-2.38
-0.13,-0.52,0.782,98.083,-4.089,-2.93
-0.159,-0.526,0.725,99.548,-8.545,-3.418
-0.176,-0.54,0.693,100.037,-8.667,-2.93
-0.182,-0.554,0.664,99.426,-5.493,-2.869
-0.195,-0.57,0.661,98.694,2.075,-1.709
-0.181,-0.584,0.663,97.839,12.268,-0.977
-0.167,-0.6,0.686,98.145,22.156,-1.343
-0.144,-0.616,0.709,98.694,30.334,-2.014
-0.13,-0.633,0.711,99.487,32.898,-2.808
-0.126,-0.637,0.697,101.563,29.541,-4.456
-0.125,-0.639,0.684,103.455,22.705,-6.104
-0.128,-0.651,0.652,103.638,14.465,-7.751
-0.122,-0.663,0.635,103.333,6.226,-9.216
-0.129,-0.675,0.603,102.661,-2.502,-10.62
-0.149,-0.69,0.559,101.746,-10.254,-11.414
-0.181,-0.692,0.529,100.037,-15.198,-11.658
-0.199,-0.702,0.517,95.764,-15.381,-10.681
-0.214,-0.706,0.515,94.788,-11.536,-8.667
-0.216,-0.715,0.526,92.651,-5.127,-5.92
-0.198,-0.731,0.54,93.079,1.831,-3.906
-0.172,-0.744,0.54,95.459,6.531,-3.235
-0.155,-0.758,0.519,97.412,7.507,-4.211
-0.147,-0.771,0.506,99.609,5.127,-6.409
-0.147,-0.778,0.491,98.816,0.732,-8.667
-0.159,-0.786,0.47,98.694,-4.639,-10.437
-0.181,-0.791,0.449,95.886,-10.01,-11.414
-0.19,-0.802,0.434,93.018,-13.794,-11.475
-0.2,-0.802,0.423,90.271,-16.846,-10.254
-0.211,-0.797,0.407,88.928,-19.836,-8.362
-0.224,-0.804,0.391,88.989,-21.362,-6.836
-0.221,-0.812,0.381,88.501,-19.775,-4.639
-0.225,-0.817,0.385,87.585,-15.991,-2.625
-0.222,-0.84,0.399,87.524,-10.925,-1.587
-0.195,-0.857,0.399,88.501,-6.042,-0.549
-0.173,-0.863,0.385,90.454,-4.822,-0.671
-0.16,-0.873,0.366,92.102,-6.653,-2.441
-0.165,-0.874,0.345,93.75,-9.888,-5.127
-0.174,-0.865,0.306,94.238,-14.221,-7.385
-0.195,-0.864,0.269,94.543,-18.005,-8.789
-0.21,-0.869,0.237,92.773,-20.325,-8.606
-0.216,-0.877,0.201,91.553,-20.996,-7.446
-0.224,-0.882,0.166,90.21,-20.386,-5.859
-0.237,-0.886,0.156,85.632,-18.494,-4.272
-0.232,-0.901,0.164,81.482,-16.052,-2.197
-0.213,-0.907,0.175,79.163,-14.16,-0.488
-0.197,-0.916,0.175,78.003,-14.771,0.122
-0.192,-0.921,0.168,77.332,-17.273,-0.61
-0.197,-0.928,0.157,75.073,-19.958,-1.526
-0.201,-0.933,0.151,75.378,-22.4,-2.136
-0.204,-0.936,0.137,74.524,-24.353,-2.686
-0.22,-0.934,0.122,74.585,-25.574,-3.357
-0.226,-0.939,0.102,73.853,-25.146,-3.174
-0.234,-0.937,0.081,72.937,-23.865,-2.563
-0.249,-0.933,0.073,70.801,-21.667,-1.587
-0.252,-0.942,0.071,68.42,-17.822,0.244
-0.242,-0.942,0.072,67.322,-13.977,2.625
-0.238,-0.942,0.079,64.148,-11.108,4.822
-0.214,-0.957,0.084,65.857,-8.118,5.493
-0.217,-0.965,0.068,64.941,-7.69,6.226
-0.19,-0.96,0.063,65.002,-8.667,5.432
-0.194,-0.963,0.046,66.345,-10.254,3.601
-0.193,-0.965,0.028,65.613,-12.634,2.441
-0.2,-0.966,0.013,67.2,-15.198,0.671
-0.208,-0.967,0.003,64.087,-18.494,-0.061
-0.214,-0.969,-0.01,63.965,-21.545,-0.671
-0.24,-0.955,-0.038,62.378,-24.353,-1.343
-0.228,-0.967,-0.023,61.401,-25.269,-0.793
-0.231,-0.96,-0.055,59.998,-28.442,-1.404
-0.264,-0.962,-0.108,60.059,-31.372,-0.793
-0.255,-0.949,-0.132,59.204,-30.151,2.502
-0.247,-0.964,-0.166,56.213,-27.588,3.723
-0.245,-0.972,-0.189,57.312,-24.475,1.648
-0.274,-0.958,-0.209,54.81,-22.522,1.648
-0.283,-0.948,-0.221,49.438,-18.921,4.15
-0.282,-0.956,-0.227,48.706,-14.038,5.859
-0.274,-0.962,-0.217,46.265,-7.812,7.874
-0.268,-0.969,-0.21,44.922,-2.686,9.216
-0.249,-0.977,-0.2,42.908,2.075,9.827
-0.242,-0.977,-0.202,44.25,5.798,9.644
-0.227,-0.976,-0.2,41.26,7.507,10.559
-0.216,-0.978,-0.19,40.649,7.324,10.742
-0.211,-0.982,-0.177,36.621,5.005,12.085
-0.195,-0.99,-0.164,35.339,1.282,13.062
-0.18,-0.993,-0.166,32.776,-3.235,13.184
-0.179,-0.995,-0.174,30.64,-7.141,12.39
-0.177,-0.998,-0.184,31.25,-9.46,11.475
-0.175,-0.997,-0.196,27.954,-10.498,11.353
-0.227,-0.802,0.698,-17.09,9.216,1.221
-0.218,-0.801,0.722,-15.32,12.085,2.014
-0.207,-0.799,0.739,-12.268,13.062,2.136
-0.2,-0.802,0.74,-9.094,13.367,1.526
-0.197,-0.802,0.735,-6.653,12.146,0.671
-0.194,-0.799,0.725,-3.906,9.094,-0.122
-0.197,-0.796,0.707,-1.709,5.066,-0.732
-0.205,-0.793,0.684,-1.526,0.427,-0.916
-0.212,-0.786,0.66,-0.549,-2.441,-1.099
-0.219,-0.782,0.639,-0.977,-3.967,-0.793
-0.221,-0.777,0.619,-0.305,-4.211,-0.366
-0.221,-0.776,0.599,0.549,-3.54,0
-0.221,-0.775,0.582,0.244,-2.258,0.366
-0.218,-0.773,0.568,0.671,-0.732,0.732
-0.217,-0.77,0.555,0.61,0.732,0.916
-0.216,-0.77,0.548,-0.366,2.014,1.099
-0.214,-0.77,0.543,0.488,3.479,1.16
-0.212,-0.774,0.541,-2.197,3.845,1.526
-0.212,-0.771,0.541,-1.831,3.113,1.77
-0.215,-0.772,0.548,-4.883,2.93,2.686
-0.211,-0.774,0.559,-5.493,3.479,2.869
-0.203,-0.773,0.566,-7.446,4.456,3.54
-0.199,-0.773,0.57,-6.348,5.31,3.479
-0.194,-0.769,0.571,-6.714,5.676,3.54
-0.185,-0.769,0.571,-9.033,5.249,3.723
-0.18,-0.764,0.573,-8.85,4.272,3.357
-0.176,-0.759,0.569,-10.925,2.869,3.052
-0.177,-0.754,0.569,-9.888,1.587,2.136
-0.182,-0.749,0.568,-12.512,0.549,2.136
-0.185,-0.752,0.572,-13.428,0.61,2.075
-0.184,-0.75,0.576,-13.123,1.038,2.014
-0.182,-0.748,0.583,-15.503,1.465,2.197
-0.185,-0.742,0.59,-14.099,2.747,1.709
-0.186,-0.74,0.6,-15.625,4.883,1.526
-0.184,-0.738,0.61,-15.564,7.69,1.404
-0.176,-0.735,0.618,-14.099,10.071,1.404
-0.167,-0.736,0.617,-14.648,10.864,1.16
-0.164,-0.736,0.619,-13.489,10.071,0.244
-0.165,-0.73,0.618,-14.526,7.507,-0.671
-0.167,-0.726,0.615,-15.503,4.822,-1.465
-0.171,-0.72,0.609,-16.479,2.502,-1.953
-0.184,-0.713,0.6,-18.311,0.305,-2.075
-0.193,-0.706,0.607,-21.301,-0.732,-1.953
-0.199,-0.7,0.624,-23.743,-0.732,-1.404
-0.212,-0.69,0.644,-24.292,0.671,-0.977
-0.218,-0.69,0.673,-24.536,4.333,-0.549
-0.209,-0.694,0.705,-24.475,10.193,0.366
-0.197,-0.693,0.726,-22.034,15.686,0.854
-0.182,-0.695,0.744,-20.264,18.921,0.488
-0.179,-0.693,0.751,-18.799,19.104,-0.244
-0.174,-0.689,0.758,-17.822,16.052,-0.916
-0.179,-0.682,0.754,-17.883,10.559,-1.709
-0.185,-0.676,0.756,-18.372,4.822,-1.892
-0.191,-0.674,0.751,-19.409,0.183,-1.587
-0.198,-0.668,0.744,-19.775,-2.808,-1.648
-0.214,-0.657,0.743,-20.386,-3.967,-1.404
-0.224,-0.652,0.76,-20.508,-2.319,-0.854
-0.219,-0.655,0.779,-19.348,2.319,0
-0.21,-0.657,0.792,-17.09,6.714,0.671
-0.203,-0.653,0.797,-14.587,9.827,0.732
-0.199,-0.653,0.792,-12.024,11.902,0.488
-0.191,-0.652,0.781,-9.949,12.817,0.244
-0.186,-0.649,0.771,-9.399,11.475,0.122
-0.183,-0.643,0.761,-9.216,8.24,0.061
-0.191,-0.637,0.749,-10.376,3.784,-0.183
-0.2,-0.634,0.75,-12.451,0.427,0.366
-0.199,-0.634,0.758,-13.611,-0.977,1.343
-0.199,-0.634,0.767,-15.076,-0.854,2.258
-0.2,-0.632,0.778,-14.771,0.854,2.136
-0.198,-0.631,0.786,-14.099,3.723,2.441
-0.194,-0.627,0.793,-12.085,6.653,2.502
-0.185,-0.625,0.795,-11.108,9.46,2.502
-0.181,-0.625,0.786,-7.568,11.23,1.587
-0.175,-0.623,0.77,-7.08,11.108,1.099
-0.171,-0.619,0.757,-7.08,8.789,1.038
-0.169,-0.615,0.743,-8.118,4.578,1.038
-0.17,-0.613,0.723,-9.949,-0.305,0.916
-0.176,-0.606,0.698,-9.827,-4.395,0.244
-0.192,-0.594,0.686,-13.306,-6.836,0
-0.209,-0.584,0.699,-15.686,-6.226,0.366
-0.21,-0.585,0.719,-17.029,-2.747,1.709
-0.199,-0.588,0.736,-17.029,2.625,3.052
-0.185,-0.59,0.748,-15.564,7.507,3.479
-0.175,-0.593,0.755,-15.625,10.315,3.479
-0.173,-0.592,0.747,-15.015,10.437,2.869
-0.176,-0.581,0.737,-15.015,9.583,2.136
-0.174,-0.573,0.729,-17.151,7.629,2.38
-0.17,-0.567,0.722,-19.104,4.395,2.686
-0.169,-0.561,0.708,-22.095,0.305,2.686
-0.172,-0.554,0.692,-23.499,-3.662,2.258
-0.187,-0.543,0.678,-23.743,-6.226,1.648
-0.203,-0.533,0.665,-27.649,-5.493,1.343
-0.201,-0.533,0.672,-29.419,-1.77,1.892
-0.201,-0.521,0.685,-31.189,2.686,2.991
-0.204,-0.517,0.697,-32.776,7.202,3.601
-0.202,-0.514,0.716,-34.302,12.878,4.211
-0.191,-0.507,0.738,-35.522,18.066,5.31
-0.172,-0.498,0.77,-36.987,20.264,6.287
-0.157,-0.495,0.789,-36.743,19.165,6.348
-0.15,-0.489,0.789,-36.804,14.587,5.554
-0.157,-0.477,0.793,-39.063,7.69,4.7
-0.171,-0.467,0.808,-42.48,0.916,4.272
-0.18,-0.464,0.82,-45.837,-3.723,4.517
-0.185,-0.455,0.828,-46.875,-5.981,4.883
-0.195,-0.448,0.825,-47.241,-5.737,5.127
-0.213,-0.437,0.848,-49.622,-3.479,5.92
-0.199,-0.411,0.901,-49.988,2.563,6.897
-0.205,-0.42,0.931,-48.096,10.986,7.874
-0.173,-0.446,0.994,-44.495,19.714,8.728
-0.158,-0.429,1.05,-40.833,25.574,9.766
-0.141,-0.413,0.973,-36.621,24.841,7.996
-0.145,-0.426,0.99,-31.86,25.269,6.042
-0.154,-0.41,0.972,-33.875,23.071,6.287
-0.146,-0.396,0.99,-34.241,18.005,5.615
-0.147,-0.394,0.989,-36.316,12.939,5.859
-0.15,-0.399,0.983,-34.912,7.874,6.165
-0.156,-0.372,1,-37.292,2.869,6.775
-0.148,-0.366,1.024,-38.818,-0.366,7.141
-0.156,-0.363,1.027,-37.17,-2.808,6.592
-0.149,-0.281,1.435,-1.892,16.418,13.794
-0.134,-0.295,1.53,2.808,20.691,12.634
-0.124,-0.298,1.609,11.353,23.926,11.23
-0.109,-0.296,1.673,26.062,23.621,9.827
-0.091,-0.292,1.708,41.443,21.301,7.507
-0.087,-0.29,1.691,61.462,17.151,3.479
-0.104,-0.286,1.632,78.186,12.146,-0.732
-0.117,-0.283,1.574,92.773,9.033,-2.991
-0.107,-0.272,1.536,100.098,6.592,-3.052
-0.098,-0.264,1.472,109.497,2.136,-2.563
-0.094,-0.245,1.408,116.76,-3.174,-2.319
-0.103,-0.224,1.353,125.854,-4.822,-2.869
-0.097,-0.225,1.317,131.958,-2.136,-3.54
-0.099,-0.231,1.277,140.869,3.357,-5.127
-0.084,-0.237,1.248,147.4,10.193,-6.104
-0.067,-0.237,1.224,156.921,15.503,-8.057
-0.057,-0.26,1.178,164.429,18.25,-10.925
-0.06,-0.28,1.124,168.518,17.822,-13.794
-0.056,-0.279,1.058,174.622,14.771,-15.808
-0.058,-0.295,0.996,178.833,11.414,-17.151
-0.075,-0.289,0.926,181.641,7.935,-18.677
-0.081,-0.313,0.866,182.861,6.897,-19.775
-0.091,-0.334,0.823,181.641,7.69,-19.958
-0.076,-0.338,0.778,183.472,7.629,-18.066
-0.072,-0.36,0.716,185.608,5.127,-17.029
-0.074,-0.387,0.644,190.552,1.892,-18.433
-0.08,-0.432,0.564,193.726,0.977,-20.569
-0.093,-0.474,0.495,191.528,-0.122,-21.912
-0.087,-0.504,0.459,187.744,-0.427,-23.682
-0.089,-0.537,0.411,183.289,-1.648,-26.367
-0.127,-0.547,0.371,179.443,-3.906,-28.198
-0.151,-0.584,0.353,173.523,-5.981,-28.259
-0.157,-0.624,0.338,164.429,-9.399,-27.222
-0.172,-0.633,0.325,158.752,-15.259,-25.391
-0.182,-0.63,0.312,151.917,-21.179,-22.522
-0.19,-0.646,0.295,150.757,-24.658,-21.423
-0.188,-0.68,0.275,147.217,-26.245,-20.508
-0.184,-0.704,0.246,146.973,-27.222,-19.775
-0.188,-0.719,0.208,144.409,-29.48,-18.799
-0.198,-0.733,0.169,143.25,-31.128,-18.982
-0.219,-0.74,0.138,139.465,-30.396,-18.86
-0.245,-0.767,0.124,134.277,-26.001,-17.578
-0.241,-0.788,0.128,129.333,-19.714,-14.587
-0.23,-0.797,0.133,124.207,-15.076,-11.169
-0.21,-0.805,0.126,121.887,-12.512,-8.606
-0.203,-0.817,0.111,118.713,-12.39,-7.446
-0.209,-0.825,0.105,114.502,-14.709,-6.592
-0.207,-0.836,0.089,112.183,-17.517,-5.249
-0.211,-0.846,0.073,109.436,-20.02,-3.906
-0.224,-0.859,0.06,105.347,-21.729,-3.479
-0.223,-0.872,0.047,103.577,-20.813,-2.686
-0.232,-0.873,0.028,100.647,-19.775,-1.648
-0.237,-0.883,0.025,98.45,-17.334,-0.549
-0.228,-0.895,0.021,95.703,-13.367,1.465
-0.217,-0.899,-0.005,95.642,-10.559,2.808
-0.215,-0.902,-0.032,93.567,-8.911,3.235
-0.215,-0.906,-0.049,91.98,-7.446,3.723
-0.206,-0.91,-0.06,87.646,-6.287,4.761
-0.2,-0.917,-0.069,86.06,-6.104,4.883
-0.197,-0.934,-0.083,83.374,-6.287,4.639
-0.198,-0.94,-0.095,81.787,-6.714,4.028
-0.217,-0.934,-0.098,78.613,-7.08,3.296
-0.231,-0.943,-0.089,74.097,-5.432,3.418
-0.227,-0.941,-0.08,73.669,-2.93,4.7
-0.227,-0.944,-0.077,73.975,0.183,5.676
-0.219,-0.956,-0.08,73.242,3.479,5.798
-0.209,-0.965,-0.096,73.669,5.31,5.615
-0.194,-0.965,-0.106,70.618,4.456,5.676
-0.179,-0.964,-0.112,68.787,1.099,5.188
-0.169,-0.966,-0.118,66.65,-4.089,4.211
-0.169,-0.966,-0.132,64.453,-10.437,2.625
-0.182,-0.968,-0.149,62.988,-16.541,1.038
-0.195,-0.969,-0.158,58.899,-20.508,0.488
-0.224,-0.967,-0.167,57.983,-21.667,0.183
-0.231,-0.97,-0.104,53.772,-18.372,1.16
-0.202,-0.97,-0.107,55.054,-15.686,2.136
-0.213,-0.975,-0.151,57.373,-17.578,2.38
-0.197,-0.966,-0.152,55.542,-17.273,5.005
-0.167,-0.973,-0.199,58.594,-14.587,3.418
-0.194,-0.981,-0.233,59.143,-12.817,0.244
-0.21,-0.975,-0.258,57.678,-12.146,-0.671
-0.204,-0.963,-0.259,52.612,-13.977,0.183
-0.205,-0.953,-0.274,47.546,-16.479,1.587
-0.219,-0.959,-0.292,46.57,-17.578,2.808
-0.221,-0.972,-0.302,42.969,-17.212,4.028
-0.208,-0.973,-0.297,40.405,-16.357,4.028
-0.202,-0.964,-0.292,36.377,-16.113,4.883
-0.198,-0.968,-0.296,37.842,-15.564,5.188
-0.192,-0.972,-0.309,36.865,-14.648,4.639
-0.195,-0.979,-0.315,37.17,-12.634,3.845
-0.189,-0.975,-0.311,37.537,-9.705,3.174
-0.183,-0.975,-0.319,35.156,-8.179,2.747
-0.18,-0.976,-0.33,36.316,-7.874,2.014
-0.18,-0.974,-0.342,32.471,-9.338,2.197
-0.181,-0.977,-0.347,30.64,-11.292,2.258
-0.185,-0.982,-0.347,27.222,-12.817,2.563
-0.186,-0.979,-0.341,22.156,-13.672,2.991
-0.186,-0.976,-0.333,21.79,-13.184,2.808
-0.181,-0.977,-0.329,19.775,-11.902,2.93
-0.187,-0.973,-0.332,18.555,-10.132,2.808
-0.185,-0.985,-0.308,19.775,-7.141,2.441
-0.176,-0.976,-0.298,17.09,-5.615,2.197
-0.184,-0.981,-0.293,18.982,-5.066,1.77
-0.175,-0.981,-0.293,16.846,-5.432,2.197
-0.17,-0.984,-0.295,16.907,-7.202,2.075
-0.171,-0.981,-0.3,13.55,-9.644,2.502
-0.176,-0.977,-0.298,11.902,-11.23,2.93
-0.175,-0.984,-0.303,12.146,-11.597,3.235
-0.175,-0.983,-0.313,10.986,-11.047,3.235
-0.182,-0.979,-0.321,9.155,-9.155,2.991
-0.184,-0.98,-0.321,10.071,-6.226,2.563
-0.188,-0.98,-0.318,11.78,-2.991,2.197
-0.192,-0.981,-0.318,10.437,0.122,1.953
-0.187,-0.979,-0.315,9.644,3.052,2.136
-0.179,-0.983,-0.313,11.292,4.883,2.136
-0.172,-0.982,-0.312,8.606,4.761,2.563
-0.169,-0.981,-0.306,8.057,3.357,2.625
-0.17,-0.984,-0.301,5.554,1.465,2.991
-0.17,-0.986,-0.293,4.028,0.061,3.418
,,,,,
-0.141,-0.48,1.12,10.193,10.559,3.601
-0.124,-0.483,1.153,12.939,16.113,3.296
-0.097,-0.492,1.198,17.761,23.132,2.38
-0.07,-0.498,1.252,22.034,27.954,1.038
-0.044,-0.525,1.285,28.503,27.954,-1.526
-0.024,-0.484,1.333,34.058,23.01,-4.639
-0.053,-0.476,1.33,44.8,13.733,-7.996
-0.071,-0.482,1.275,55.298,3.601,-10.864
-0.094,-0.466,1.2,62.012,-5.554,-11.292
-0.104,-0.477,1.136,66.345,-11.169,-11.108
-0.103,-0.477,1.09,67.749,-14.465,-10.315
-0.112,-0.478,1.058,68.97,-17.09,-9.949
-0.123,-0.474,1.033,70.679,-17.09,-10.864
-0.134,-0.468,1.012,74.158,-13.55,-11.536
-0.146,-0.466,0.99,78.735,-7.324,-11.902
-0.149,-0.472,0.964,82.397,0,-11.475
-0.151,-0.474,0.939,85.632,6.226,-11.414
-0.15,-0.478,0.924,88.074,9.583,-11.475
-0.15,-0.482,0.911,91.003,10.01,-11.475
-0.159,-0.489,0.898,91.248,8.606,-11.23
-0.162,-0.501,0.882,92.957,7.568,-10.742
-0.166,-0.513,0.87,92.773,6.897,-9.827
-0.16,-0.531,0.864,92.773,6.287,-9.216
-0.153,-0.541,0.863,92.712,6.104,-9.216
-0.157,-0.549,0.858,92.102,5.31,-8.85
-0.166,-0.557,0.849,92.407,4.761,-8.606
-0.167,-0.562,0.851,93.689,5.371,-8.179
-0.157,-0.573,0.858,94.727,6.409,-7.69
-0.145,-0.581,0.852,98.45,6.47,-8.118
-0.144,-0.587,0.827,102.722,5.066,-9.155
-0.149,-0.595,0.786,106.384,2.625,-10.193
-0.158,-0.601,0.744,108.765,0.61,-11.23
-0.171,-0.604,0.705,109.619,-0.732,-11.414
-0.186,-0.609,0.669,110.901,-1.16,-10.803
-0.197,-0.614,0.64,110.107,0.305,-9.949
-0.197,-0.631,0.615,110.535,3.723,-8.728
-0.194,-0.639,0.599,110.84,6.47,-7.507
-0.184,-0.651,0.576,111.023,7.446,-6.165
-0.173,-0.672,0.545,111.267,6.47,-6.165
-0.166,-0.688,0.518,111.633,3.174,-7.324
-0.169,-0.696,0.49,110.352,-2.197,-8.789
-0.176,-0.712,0.464,108.154,-7.385,-10.376
-0.196,-0.719,0.443,105.957,-11.902,-11.23
-0.215,-0.725,0.434,101.685,-15.747,-10.925
-0.229,-0.741,0.434,98.328,-16.418,-9.827
-0.236,-0.751,0.429,97.107,-14.16,-7.69
-0.241,-0.756,0.426,97.168,-10.925,-6.042
-0.234,-0.766,0.429,96.436,-6.348,-3.784
-0.216,-0.78,0.425,98.816,-2.197,-2.563
-0.199,-0.793,0.408,100.037,0.183,-2.258
-0.187,-0.807,0.394,101.196,-0.061,-3.174
-0.173,-0.818,0.366,102.417,-2.38,-4.639
-0.188,-0.821,0.342,99.67,-7.202,-5.859
-0.208,-0.825,0.325,96.863,-12.268,-6.531
-0.227,-0.832,0.32,91.003,-16.235,-5.005
-0.235,-0.839,0.335,87.28,-16.968,-2.747
-0.226,-0.844,0.338,86.914,-15.503,-0.366
-0.214,-0.854,0.321,86.548,-13.306,1.526
-0.203,-0.859,0.294,88.806,-10.925,1.892
-0.198,-0.862,0.267,87.83,-9.277,2.136
-0.198,-0.866,0.243,90.027,-8.057,1.648
-0.194,-0.875,0.223,88.562,-6.165,1.709
-0.193,-0.886,0.201,88.44,-4.822,1.526
-0.195,-0.892,0.187,87.28,-4.456,1.16
-0.189,-0.9,0.181,83.252,-4.883,1.709
-0.189,-0.906,0.174,83.313,-6.775,1.465
-0.187,-0.916,0.17,79.895,-8.667,1.16
-0.185,-0.919,0.163,78.918,-10.803,0.671
-0.186,-0.916,0.15,77.881,-13.611,0.427
-0.193,-0.921,0.13,77.515,-15.747,-0.122
-0.197,-0.927,0.112,75.5,-16.418,0
-0.205,-0.927,0.101,75.073,-15.808,0.305
-0.205,-0.931,0.103,73.364,-13.367,0.916
-0.191,-0.942,0.093,73.73,-9.644,1.648
-0.181,-0.946,0.071,75.562,-6.958,1.404
-0.185,-0.947,0.053,74.463,-5.737,0.549
-0.185,-0.953,0.045,72.998,-5.066,-0.061
-0.185,-0.954,0.036,71.045,-5.31,0.366
-0.187,-0.955,0.029,68.115,-6.165,0.732
-0.182,-0.962,0.018,67.322,-6.104,0.732
-0.171,-0.962,0.002,66.895,-5.92,0.549
-0.163,-0.965,-0.03,67.627,-6.592,-0.671
-0.16,-0.968,-0.062,67.261,-7.263,-2.197
-0.165,-0.967,-0.091,67.322,-7.69,-3.662
-0.172,-0.973,-0.118,65.002,-7.69,-5.005
-0.183,-0.97,-0.133,63.049,-6.47,-5.981
-0.199,-0.974,-0.142,61.401,-3.723,-6.348
-0.212,-0.975,-0.145,57.129,0.305,-5.432
-0.227,-0.97,-0.134,54.565,5.737,-3.784
-0.226,-0.971,-0.112,49.438,11.658,-1.343
-0.209,-0.98,-0.09,49.316,17.517,0.671
-0.187,-0.995,-0.078,49.194,21.606,1.282
-0.196,-0.997,-0.056,48.645,22.827,0
-0.165,-0.981,-0.031,47.913,21.545,-1.953
-0.189,-1.006,-0.057,48.889,13.672,-5.859
-0.208,-0.985,-0.079,51.208,7.019,-6.47
-0.211,-0.961,-0.115,48.828,3.418,-6.104
-0.242,-0.996,-0.143,47.546,0.122,-7.446
-0.256,-0.988,-0.149,46.082,-2.136,-8.728
-0.265,-0.968,-0.142,42.053,-4.333,-8.118
-0.281,-0.961,-0.162,40.771,-5.859,-6.897
-0.292,-0.969,-0.171,39.978,-3.967,-4.883
-0.282,-0.974,-0.178,38.818,-1.404,-3.54
-0.284,-0.976,-0.177,37.231,1.343,-2.93
-0.287,-0.973,-0.182,37.476,4.578,-2.502
-0.288,-0.972,-0.184,35.461,7.568,-1.77
-0.284,-0.973,-0.186,35.828,10.01,-1.77
-0.287,-0.974,-0.189,33.813,10.559,-1.038
-0.286,-0.973,-0.189,32.104,9.399,0.061
-0.284,-0.971,-0.185,30.212,6.592,0.916
-0.281,-0.973,-0.186,27.71,3.235,1.831
-0.274,-0.976,-0.189,25.208,0.244,2.563
-0.268,-0.984,-0.198,24.597,-2.441,2.747
-0.266,-0.984,-0.203,21.973,-5.066,2.869
-0.264,-0.979,-0.198,19.043,-6.836,3.174
-0.265,-0.974,-0.194,18.799,-7.263,3.906
-0.261,-0.98,-0.192,16.602,-6.592,5.188
-0.25,-0.985,-0.192,16.785,-5.554,5.92
-0.238,-0.987,-0.191,16.724,-4.883,6.287
-0.209,-0.307,1.225,16.235,2.808,1.831
-0.218,-0.304,1.274,19.348,10.864,4.211
